"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"ENSG00000102010",1.08030854181561,4.663060349622,3.90421103616719,0.000192650026654885,0.0734559879874522,0.613673697737062,"BMX"
"ENSG00000053524",0.620790243559206,4.72399766893608,3.90343401393501,0.000193172358746691,0.0734559879874522,0.609431156582801,"MCF2L2"
"ENSG00000213722",0.837058897548137,4.98700240492774,3.89969641416606,0.000195703850325744,0.0734559879874522,0.597337450332046,"DDAH2"
"ENSG00000100079",-1.92768296594502,1.50786020182605,-3.89395206669914,0.000199656490000327,0.0734559879874522,0.147572994619656,"LGALS2"
"ENSG00000187808",-0.929042602883012,1.856848607157,-3.89306927689656,0.000200270659658052,0.0734559879874522,0.329989115137532,"SOWAHD"
"ENSG00000113070",1.00363885036303,1.63414776208166,3.88865743790607,0.000203367220564688,0.0734559879874522,0.421811320728027,"HBEGF"
"ENSG00000186638",0.49571091001767,1.70131306928101,3.88760714666043,0.000204111114054705,0.0734559879874522,0.389163310802106,"KIF24"
"ENSG00000255423",0.70446494045912,4.08009552549069,3.86331364492626,0.000222061728773761,0.0783792494214156,0.489997527549482,"EBLN2"
"ENSG00000096006",1.62488919586715,3.6855607078116,3.84800921423247,0.000234134672282749,0.0808441536513244,0.444819586175059,"CRISP3"
"ENSG00000158473",-0.712654581971192,3.81407630305948,-3.83904386832984,0.000241495660849754,0.0808441536513244,0.417142484898682,"CD1D"
"ENSG00000004838",-0.970890215678304,2.91003386961743,-3.83812870357402,0.000242259368574852,0.0808441536513244,0.377575650152822,"ZMYND10"
"ENSG00000023191",-0.506486573019072,5.59830021670831,-3.82734284718412,0.000251435775519522,0.0824080754265235,0.372580381736306,"RNH1"
"ENSG00000286522",1.19963414331562,6.47105067584324,3.81767945156657,0.000259938295964043,0.0825191557742139,0.350458967351597,"H3C2"
