gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000152669,CCNO,5,0.588016606,-1.570923936,1.486373362,0.139751249,0.567100248,-4.396930682
ENSG00000152670,DDX4,5,0.260542643,-0.41069717,0.528654416,0.598002329,0.888806966,-5.127698118
ENSG00000152672,CLEC4F,2,-0.699366951,-1.51113169,-2.146196307,0.03383057,0.316275836,-3.66821008
ENSG00000152683,SLC30A6,2,0.133244391,4.554218878,1.510953666,0.133377203,0.559394245,-4.965468213
ENSG00000152684,PELO,5,0.051852451,3.145709801,0.43078562,0.667381771,0.913540696,-5.802565811
ENSG00000152689,RASGRP3,2,-0.172712099,5.386004043,-1.722600977,0.087485902,0.465970994,-4.679534963
ENSG00000152700,SAR1B,5,0.169680359,6.107983604,2.013477151,0.046257366,0.36183299,-4.170433508
ENSG00000152705,CATSPER3,5,0.072692317,-0.596915915,0.195603808,0.845244571,0.964754973,-5.190676739
ENSG00000152749,GPR180,13,0.031962963,0.744182954,0.212127726,0.832360165,0.961625373,-5.383979265
ENSG00000152760,TCTEX1D1,1,1.199789198,3.425791931,3.384350392,0.00095907,0.065971232,-0.805569736
ENSG00000152763,WDR78,1,-0.042484903,4.070432405,-0.253178634,0.800554835,0.953682316,-5.959676341
ENSG00000152766,ANKRD22,10,1.116616581,5.318202184,3.683673763,0.000343528,0.040678172,0.060988767
ENSG00000152767,FARP1,13,0.052453151,5.555509046,0.679474265,0.498120127,0.848170352,-5.860822116
ENSG00000152778,IFIT5,10,-0.848596792,3.844003831,-3.006773283,0.0032047,0.11110753,-1.857488225
ENSG00000152779,SLC16A12,10,-0.287440963,0.180265493,-1.261947096,0.209366787,0.653666653,-4.713466238
ENSG00000152782,PANK1,10,-0.138166207,2.639557544,-0.814766323,0.416788251,0.807564962,-5.485307801
ENSG00000152784,PRDM8,4,-0.193420176,4.177523326,-1.220281593,0.224703523,0.666896736,-5.322050067
ENSG00000152795,HNRNPDL,4,0.008883207,5.090770353,0.079006993,0.937156058,0.985110659,-6.067872434
ENSG00000152804,HHEX,10,0.308979683,6.429380198,2.326560827,0.021632243,0.256661104,-3.538297921
ENSG00000152818,UTRN,6,-0.276817766,7.795703607,-2.37746107,0.018980833,0.24142357,-3.383514879
ENSG00000152822,GRM1,6,0.160628992,0.792223586,0.894133013,0.373005193,0.780364449,-5.111403294
ENSG00000152894,PTPRK,6,-0.057626418,4.103835686,-0.341432131,0.733363629,0.932674031,-5.930612779
ENSG00000152904,GGPS1,1,0.120742253,3.538773861,1.125309994,0.26265905,0.703472015,-5.342937455
ENSG00000152910,CNTNAP4,16,-0.219805293,-1.61899134,-0.652375646,0.515381948,0.854769921,-4.959256775
ENSG00000152926,ZNF117,7,0.002907891,5.231648121,0.015169626,0.987921548,0.996171414,-6.07632232
ENSG00000152932,RAB3C,5,0.027954907,0.658900921,0.081784172,0.934951905,0.984876137,-5.405017642
ENSG00000152936,LMNTD1,12,0.117501444,4.500581447,1.048548534,0.296451599,0.72940109,-5.518117569
ENSG00000152939,MARVELD2,5,-0.069252981,1.526355781,-0.602830935,0.547736274,0.869742893,-5.419145958
ENSG00000152942,RAD17,5,0.01571541,4.466572601,0.14490505,0.885024133,0.974022547,-6.027967977
ENSG00000152944,MED21,12,0.106946309,5.333368661,0.981916453,0.328077557,0.747938182,-5.618893614
ENSG00000152952,PLOD2,3,0.034525088,3.658488966,0.376386903,0.707280804,0.925663327,-5.892776647
ENSG00000152953,STK32B,4,-0.01723569,0.946255278,-0.055187505,0.956079048,0.989850214,-5.465333504
ENSG00000152954,NRSN1,6,0.131106395,9.453158814,0.491887046,0.623680046,0.898601298,-5.777906171
ENSG00000152969,JAKMIP1,4,-0.3158144,2.562226561,-2.50619205,0.013515751,0.205865645,-2.981046544
ENSG00000152977,ZIC1,3,0.07291022,3.301685648,0.404842066,0.686300116,0.918302277,-5.813927553
ENSG00000152990,ADGRA3,4,-0.296417264,4.793237533,-1.593671148,0.113588343,0.522732552,-4.864056164
ENSG00000153002,CPB1,3,0.055786449,2.421493248,0.329925898,0.742019832,0.935061431,-5.727937111
ENSG00000153006,SREK1IP1,5,0.23353394,4.301517673,1.891562024,0.060911993,0.398905738,-4.348406114
ENSG00000153012,LGI2,4,-0.230735062,-1.244381514,-0.661276895,0.509677386,0.853450365,-4.969762721
ENSG00000153015,CWC27,5,0.207445875,3.153981224,1.544637221,0.125015159,0.545046798,-4.773218104
ENSG00000153029,MR1,1,0.087508174,5.776701054,1.055364135,0.293337121,0.72778484,-5.550305631
ENSG00000153037,SRP19,5,0.068949648,5.393801865,0.797389069,0.42676898,0.8129478,-5.775600515
ENSG00000153044,CENPH,5,-0.025408261,2.663026027,-0.184580392,0.853863587,0.967031414,-5.792820353
ENSG00000153046,CDYL,6,-0.136279448,5.94446787,-0.795069243,0.428111977,0.813566443,-5.776404878
ENSG00000153048,CARHSP1,16,-0.170483943,5.472122569,-1.375879122,0.171370969,0.609864904,-5.182545605
ENSG00000153060,TEKT5,16,0.786574824,-0.936291094,1.753035146,0.082099149,0.45504381,-4.128575211
ENSG00000153064,BANK1,4,0.136660955,3.809008242,0.601343865,0.548722873,0.869769837,-5.790082037
ENSG00000153066,TXNDC11,16,0.078683089,5.035594303,0.850366773,0.396781291,0.794948567,-5.726082294
ENSG00000153071,DAB2,5,0.027071544,5.661892918,0.305067049,0.760833136,0.940799403,-6.036920297
ENSG00000153086,ACMSD,2,0.093325381,1.524396423,0.600404492,0.549346559,0.869769837,-5.411760886
ENSG00000153093,ACOXL,2,0.029683937,2.658560957,0.160652391,0.872631985,0.971850233,-5.786663983
ENSG00000153094,BCL2L11,2,0.063860009,6.232045626,0.588004019,0.557612734,0.873915474,-5.907780014
ENSG00000153107,ANAPC1,2,-0.221399429,5.565200227,-2.686102735,0.008232922,0.167153823,-2.733795372
ENSG00000153113,CAST,5,0.179186736,8.710295739,2.00200605,0.047494471,0.365859317,-4.088371581
ENSG00000153130,SCOC,4,0.295263001,4.348875845,1.938551552,0.054857625,0.383000064,-4.264669718
ENSG00000153132,CLGN,4,0.421153031,-1.550985756,1.223411227,0.223524033,0.666381315,-4.616858931
ENSG00000153140,CETN3,5,-0.180147287,2.256249811,-1.248378183,0.214274793,0.65858914,-5.022088307
ENSG00000153147,SMARCA5,4,0.063599474,4.457125138,0.415470115,0.678525093,0.916180447,-5.950173783
ENSG00000153157,SYCP2L,6,-0.398717213,1.102922823,-1.392195693,0.166386976,0.603054217,-4.680691374
ENSG00000153162,BMP6,6,-0.163894482,1.729247812,-1.115258347,0.266924215,0.706720337,-5.087411565
ENSG00000153179,RASSF3,12,-0.271152522,7.834796116,-2.354406914,0.020143868,0.246847635,-3.427334061
ENSG00000153187,HNRNPU,1,0.021268348,6.402574754,0.231775596,0.817099286,0.958220496,-6.04176835
ENSG00000153201,RANBP2,2,0.159654945,4.786071658,1.201176505,0.232001507,0.675583726,-5.369717336
ENSG00000153207,AHCTF1,1,-0.095358062,5.908804992,-0.788956817,0.431662492,0.815269053,-5.782467157
ENSG00000153208,MERTK,2,1.316829273,3.958971746,5.199364811,8.124011217969e-07,0.002982162,5.464168118
ENSG00000153214,TMEM87B,2,0.557603815,4.469123429,4.276831048,3.78030017635195e-05,0.016922836,2.042611911
ENSG00000153233,PTPRR,12,-0.289497204,-1.259257326,-0.778800304,0.437600136,0.817183826,-4.927103031
ENSG00000153234,NR4A2,2,-0.185855193,1.580632955,-0.915791101,0.361576879,0.773831861,-5.241066552
ENSG00000153237,CCDC148,2,-0.014407549,3.266342451,-0.124349768,0.901242291,0.977330495,-5.901066305
ENSG00000153246,PLA2R1,2,-0.142699523,-0.034849575,-1.130302349,0.260558468,0.701304571,-4.804840257
ENSG00000153250,RBMS1,2,0.354257526,8.603749871,2.703094918,0.007846439,0.163651756,-2.614572594
ENSG00000153253,SCN3A,2,-0.054684702,1.370040879,-0.229069498,0.819197142,0.958839275,-5.525056519
ENSG00000153266,FEZF2,3,-0.216414963,-1.46860913,-0.714362573,0.476362906,0.837411045,-4.946961465
ENSG00000153283,CD96,3,-0.310191846,4.409210537,-1.817840733,0.071533745,0.428524457,-4.480193716
ENSG00000153291,SLC25A27,6,-0.261075578,-0.342787796,-0.674022373,0.501567784,0.849346464,-5.075580948
ENSG00000153292,ADGRF1,6,0.045473611,4.036010629,0.488345104,0.626179,0.899441148,-5.8916101
ENSG00000153303,FRMD1,6,0.025201795,0.430355728,0.08035427,0.936086708,0.984975947,-5.355502567
ENSG00000153310,FAM49B,8,0.056299355,9.489810978,0.446109391,0.656306258,0.909446839,-5.794353831
ENSG00000153317,ASAP1,8,-0.03826547,8.881565465,-0.373044213,0.709760666,0.925920227,-5.86013966
ENSG00000153339,TRAPPC8,18,0.067670622,7.525450781,0.779650613,0.437101216,0.817063017,-5.723203699
ENSG00000153347,FAM81B,5,0.037245687,0.957096898,0.116200811,0.907683795,0.979040787,-5.474625035
ENSG00000153391,INO80C,18,0.007194118,7.543725371,0.113911683,0.909494407,0.979053393,-6.001418079
ENSG00000153395,LPCAT1,5,-0.064600602,6.824746733,-0.629808869,0.529993344,0.86162617,-5.862665399
ENSG00000153404,PLEKHG4B,5,0.099834993,0.267048297,0.493736276,0.622377093,0.898055104,-5.23937255
ENSG00000153406,NMRAL1,16,-0.292922115,4.289893761,-1.922241658,0.056898859,0.388649922,-4.286122717
ENSG00000153443,UBALD1,16,-0.307858403,4.391462474,-1.781481357,0.077313401,0.44427369,-4.552675379
ENSG00000153446,C16orf89,16,-0.153438195,1.217437732,-0.64872724,0.517729769,0.856066143,-5.324824601
ENSG00000153485,TMEM251,14,0.165889494,2.777170423,1.395181332,0.165487057,0.602661813,-4.928130793
ENSG00000153487,ING1,13,-0.03101988,3.500304348,-0.363150087,0.717119054,0.927554836,-5.879750843
ENSG00000153495,TEX29,13,-0.101525362,0.733988374,-0.31151544,0.755938675,0.939954344,-5.361062136
ENSG00000153498,SPACA7,13,0.027226133,2.767042289,0.124863297,0.900836578,0.977126326,-5.779401082
ENSG00000153531,ADPRHL1,13,0.289048005,1.130946885,1.622916736,0.107179583,0.507040172,-4.405795029
ENSG00000153551,CMTM7,3,0.137194513,5.147336962,1.24930423,0.213937185,0.658494567,-5.331145269
ENSG00000153558,FBXL2,3,0.060150858,4.952437375,0.87353097,0.384084003,0.78719031,-5.703165742
ENSG00000153560,UBP1,3,0.095554932,5.323267584,0.994820771,0.321785697,0.742648517,-5.605009846
ENSG00000153561,RMND5A,2,-0.20509831,6.441563366,-1.55964533,0.121425151,0.537798559,-4.915435744
ENSG00000153563,CD8A,2,-0.349411084,2.681524025,-1.387980847,0.167663733,0.605053116,-4.901256835
ENSG00000153574,RPIA,2,-0.322832891,4.687162353,-1.433929688,0.154141611,0.587929164,-5.091545333
ENSG00000153684,GOLGA8F,15,0.665030326,-0.321964638,1.514055226,0.132589366,0.55853689,-4.424246467
ENSG00000153707,PTPRD,9,-0.062043379,0.144680703,-0.142273925,0.887097525,0.974792403,-5.306845744
ENSG00000153714,LURAP1L,9,0.154194097,-1.276964499,0.445988582,0.656393281,0.909446839,-5.08107776
ENSG00000153721,CNKSR3,6,-0.2128937,2.156682188,-2.467195168,0.015000202,0.215932322,-3.04521504
ENSG00000153767,GTF2E1,3,0.245928472,3.483088144,2.131637747,0.035035299,0.319760259,-3.832686202
ENSG00000153774,CFDP1,16,-0.053661089,5.803303443,-0.495190742,0.621353128,0.897482908,-5.963812078
ENSG00000153786,ZDHHC7,16,0.056462369,6.585903591,0.61691098,0.538439068,0.866424018,-5.878181142
ENSG00000153789,FAM92B,16,0.150588158,1.038669641,0.712535635,0.477489001,0.838323429,-5.277495912
ENSG00000153790,C7orf31,7,-0.156085858,1.846379439,-0.963636606,0.337127762,0.756158248,-5.242407041
ENSG00000153802,TMPRSS11D,4,0.037162359,-0.160929339,0.090997251,0.927643499,0.983586402,-5.266913022
ENSG00000153814,JAZF1,7,-0.115245219,6.709576654,-0.906839417,0.36627321,0.776523707,-5.657508902
ENSG00000153815,CMIP,16,-0.191614498,6.856357345,-1.832203716,0.06935158,0.423092542,-4.470152114
ENSG00000153820,SPHKAP,2,0.262819931,-1.833698182,0.691703775,0.490433109,0.843938137,-4.912774065
ENSG00000153822,KCNJ16,17,-0.066036209,2.962240876,-0.438217362,0.662001002,0.912532211,-5.772849907
ENSG00000153823,PID1,2,-0.215236395,3.447717903,-1.343772356,0.181507283,0.621872867,-5.07845506
ENSG00000153827,TRIP12,2,0.044843193,8.215103318,0.484376767,0.628983958,0.900337376,-5.858204441
ENSG00000153832,FBXO36,2,-0.113799492,1.194749673,-0.648336515,0.51798154,0.856258054,-5.332628634
ENSG00000153879,CEBPG,19,0.182444366,2.490309628,1.253028588,0.212583323,0.657082235,-5.030578513
ENSG00000153885,KCTD15,19,-0.150905566,2.304567689,-0.757410998,0.45025905,0.826157612,-5.449859448
ENSG00000153896,ZNF599,19,-0.221351606,1.944253776,-2.093564911,0.038362518,0.335288406,-3.752602427
ENSG00000153898,MCOLN2,1,-0.071116763,3.437698786,-0.550669863,0.582863485,0.884797869,-5.768589267
ENSG00000153902,LGI4,19,-0.002276664,-0.538784165,-0.005214099,0.995848257,0.998350388,-5.200176055
ENSG00000153904,DDAH1,1,0.111559238,-0.48026776,0.346565792,0.729512514,0.931482759,-5.164337167
ENSG00000153914,SREK1,5,0.148301168,5.586118156,1.186989504,0.237529966,0.680918647,-5.4109566
ENSG00000153922,CHD1,5,0.124507005,6.817082931,0.83774229,0.40380801,0.799770061,-5.718332468
ENSG00000153930,ANKFN1,17,-0.081355313,1.230646869,-0.223361765,0.823626244,0.960121856,-5.501187785
ENSG00000153933,DGKE,17,0.041453411,3.27426561,0.344730346,0.730888622,0.932013909,-5.832401561
ENSG00000153936,HS2ST1,1,0.237929769,4.544006826,1.553260364,0.122942362,0.540602878,-4.911021257
ENSG00000153944,MSI2,17,-0.064452018,6.301560781,-0.755416611,0.451450007,0.826607485,-5.798506882
ENSG00000153956,CACNA2D1,7,-0.315478505,0.208971866,-0.756441228,0.450837927,0.826325817,-5.15179777
ENSG00000153975,ZUP1,6,0.408740346,3.809784867,2.449444983,0.015722786,0.220792663,-3.204259548
ENSG00000153976,HS3ST3A1,17,0.421525303,0.741888268,1.007136078,0.315855875,0.738925336,-4.975207236
ENSG00000153982,GDPD1,17,-0.230182666,2.833620275,-1.920872495,0.057073088,0.388978631,-4.154719895
ENSG00000153989,NUS1,6,0.417152014,3.520076354,3.257985996,0.001452362,0.078140058,-1.164695705
ENSG00000153993,SEMA3D,7,-0.100556,2.175392554,-0.607038812,0.544949368,0.868483225,-5.535777744
ENSG00000154001,PPP2R5E,14,0.15076508,4.912802143,1.73296247,0.085620422,0.462918716,-4.648653587
ENSG00000154016,GRAP,17,-0.41536865,2.313680158,-1.712924246,0.089257949,0.46918454,-4.410129301
ENSG00000154025,SLC5A10,17,-0.072354666,0.533251598,-0.394260835,0.694074422,0.920917925,-5.334780332
ENSG00000154027,AK5,1,0.173536559,5.458639789,1.557758242,0.121872015,0.538999716,-4.929667925
ENSG00000154040,CABYR,18,-0.189410266,3.535526505,-1.074334956,0.284785522,0.721728128,-5.392901064
ENSG00000154059,IMPACT,18,0.21808321,2.522717559,1.693965696,0.092814537,0.479106366,-4.483241194
ENSG00000154065,ANKRD29,18,-0.165230968,0.769968027,-0.439050261,0.661399055,0.911907921,-5.332076083
ENSG00000154079,SDHAF4,6,-0.036650551,3.294636172,-0.18969782,0.849860097,0.966227092,-5.878323101
ENSG00000154096,THY1,11,-0.320578303,-1.08298398,-0.803636853,0.423164392,0.81081107,-4.914319407
ENSG00000154099,DNAAF1,16,-0.010825229,2.589019938,-0.072667382,0.942189396,0.985914719,-5.794171771
ENSG00000154102,C16orf74,16,-0.483474641,1.839483968,-1.87468533,0.063219043,0.404999061,-4.105317883
ENSG00000154114,TBCEL,11,-0.008483777,5.228704789,-0.05755459,0.954197257,0.989826572,-6.076546161
ENSG00000154118,JPH3,16,0.001921291,0.673983072,0.009274308,0.992615375,0.997090258,-5.416811839
ENSG00000154122,ANKH,5,-0.172341917,5.747367364,-1.070474723,0.286511644,0.72261065,-5.534928364
ENSG00000154124,OTULIN,5,0.123438847,5.203825467,1.066742875,0.288187145,0.723783746,-5.532417946
ENSG00000154127,UBASH3B,11,-0.178184062,5.460039981,-1.559853259,0.121375993,0.537785587,-4.930212636
ENSG00000154133,ROBO4,11,-0.070992864,0.428103225,-0.160220905,0.872971131,0.971850233,-5.321853662
ENSG00000154134,ROBO3,11,-0.087341371,1.43025439,-0.583287517,0.560772771,0.875789764,-5.420118397
ENSG00000154143,PANX3,11,-0.264355606,-2.140075323,-0.797673251,0.426604632,0.8129478,-4.8707153
ENSG00000154144,TBRG1,11,-0.021158793,5.866752533,-0.240794724,0.810117017,0.956703823,-6.052277104
ENSG00000154146,NRGN,11,0.183813802,7.189140548,0.711187901,0.478320667,0.838900563,-5.783427239
ENSG00000154153,RETREG1,5,-0.228667148,3.685941672,-1.586603,0.115182201,0.526989784,-4.790601549
ENSG00000154162,CDH12,5,0.082853201,2.064891653,0.51810245,0.605321875,0.891436003,-5.561733473
ENSG00000154165,GPR15,3,-0.07746786,0.297843649,-0.239584513,0.811053042,0.956999586,-5.312951718
ENSG00000154174,TOMM70,3,-0.06474193,3.375796221,-0.465408663,0.642465692,0.903526457,-5.800628986
ENSG00000154175,ABI3BP,3,0.067276647,6.577895821,0.570117133,0.569643071,0.880227412,-5.902203766
ENSG00000154188,ANGPT1,8,0.071087629,1.044852704,0.302280727,0.762951027,0.941334825,-5.428532081
ENSG00000154217,PITPNC1,17,0.003556941,4.831384329,0.034115025,0.972840988,0.992800862,-6.05966808
ENSG00000154222,CC2D1B,1,-0.249010933,4.768540746,-1.949112743,0.053569107,0.379470237,-4.272236809
ENSG00000154227,CERS3,15,0.034205479,1.025424197,0.104319681,0.917086375,0.981995753,-5.470454313
ENSG00000154229,PRKCA,17,0.387218838,5.295238771,2.31148823,0.022477628,0.261607097,-3.575675994
ENSG00000154237,LRRK1,15,0.010720402,6.760865211,0.095672937,0.923936768,0.983193279,-6.045713838
ENSG00000154240,CEP112,17,-0.016199901,4.267888047,-0.127067701,0.899095289,0.977008495,-6.016425261
ENSG00000154252,GAL3ST2,2,0.311380089,-1.550439618,0.811666547,0.418558343,0.808563828,-4.892321834
ENSG00000154258,ABCA9,17,-1.52E-05,5.262462484,-0.000230769,0.999816249,0.999816249,-6.077364824
ENSG00000154262,ABCA6,17,-0.15646615,2.530958045,-1.188058661,0.237110078,0.68009351,-5.130681086
ENSG00000154263,ABCA10,17,0.11758737,2.111826514,0.724622459,0.470066322,0.834727374,-5.446396667
ENSG00000154265,ABCA5,17,0.034673441,5.996677052,0.412520518,0.680679465,0.916975998,-5.996237181
ENSG00000154269,ENPP3,6,-0.086503153,1.613315209,-0.426957103,0.670160509,0.914279378,-5.529898935
ENSG00000154274,C4orf19,4,-0.247584481,3.179241386,-1.833873803,0.069101474,0.422199884,-4.34218254
ENSG00000154277,UCHL1,4,0.456067334,0.086327678,1.159389777,0.248553669,0.690995765,-4.822989556
ENSG00000154305,MIA3,1,-0.101292373,7.248382461,-1.29928275,0.196288463,0.637863922,-5.231618207
ENSG00000154309,DISP1,1,-0.079970026,1.882282474,-0.407181166,0.684586008,0.917849408,-5.552788135
ENSG00000154310,TNIK,3,-0.177118007,3.64949103,-1.050540612,0.295538986,0.729075611,-5.422048895
ENSG00000154319,FAM167A,8,-0.052572368,0.80459361,-0.230164024,0.81834847,0.958529808,-5.432030437
ENSG00000154328,NEIL2,8,-0.092042055,2.083770241,-0.707545896,0.480572095,0.840069875,-5.490908466
ENSG00000154330,PGM5,9,-0.031316701,5.180782591,-0.325833152,0.745106878,0.93629823,-6.023954401
ENSG00000154358,OBSCN,1,-0.144621321,3.782226197,-0.926036187,0.356249106,0.76932292,-5.558428185
ENSG00000154359,LONRF1,8,-0.134696659,4.859269527,-1.065825988,0.288599824,0.723783746,-5.526978623
ENSG00000154370,TRIM11,1,-0.042351602,4.004997085,-0.456269108,0.64900489,0.906225485,-5.894909117
ENSG00000154380,ENAH,1,-0.266273333,1.441441004,-1.976703919,0.050323031,0.3722809,-3.905890656
ENSG00000154429,CCSAP,1,-0.07059749,4.004646973,-0.658100693,0.51170908,0.853450365,-5.791100287
ENSG00000154438,ASZ1,7,0.208993095,1.014952698,1.182831652,0.239167927,0.681691847,-4.91284376
ENSG00000154447,SH3RF1,4,0.642273764,2.068074738,3.115360206,0.002288886,0.096253342,-1.525684709
ENSG00000154451,GBP5,1,-0.777126841,5.990717094,-2.651114695,0.009083508,0.172007478,-2.815907383
ENSG00000154473,BUB3,10,-0.018044972,5.280315245,-0.157638264,0.875001561,0.971941795,-6.06508672
ENSG00000154479,CCDC173,2,0.245518473,0.474844495,0.997657366,0.320413397,0.741974894,-4.983534706
ENSG00000154485,MMP21,10,-0.037355963,2.346256438,-0.264047818,0.79218705,0.950477134,-5.712399683
ENSG00000154493,C10orf90,10,-0.359264888,-0.01757878,-0.77932979,0.43728942,0.817063017,-5.06479645
ENSG00000154511,DIPK1A,1,-0.53337035,1.518983474,-2.341821452,0.020804979,0.252007575,-3.260306249
ENSG00000154518,ATP5MC3,2,0.331385493,4.333458169,2.620717976,0.009886098,0.176793434,-2.849164365
ENSG00000154529,CNTNAP3B,9,-0.660687212,4.804715508,-3.064442449,0.002683007,0.104551842,-1.754792541
ENSG00000154545,MAGED4,X,0.433823088,-0.922609723,1.408458795,0.161529874,0.597833862,-4.508254271
ENSG00000154548,SRSF12,6,0.092843246,3.613287868,0.613614924,0.540608287,0.867254231,-5.779518081
ENSG00000154553,PDLIM3,4,-0.052866738,0.849221149,-0.255799458,0.798534998,0.952854577,-5.42785395
ENSG00000154556,SORBS2,4,-0.032823727,2.906818833,-0.128713775,0.897795353,0.976721442,-5.831812048
ENSG00000154582,ELOC,8,0.065538035,6.023422756,1.190581437,0.236121417,0.678955426,-5.402821852
ENSG00000154589,LY96,8,-0.068258978,7.458627963,-0.398556268,0.690914468,0.919617191,-5.938089398
ENSG00000154611,PSMA8,18,0.141069007,-1.463531256,0.39965434,0.690107538,0.919301897,-5.018691171
ENSG00000154620,TMSB4Y,Y,-0.406556728,-1.822515129,-1.086079408,0.279577789,0.716890958,-4.64788161
ENSG00000154639,CXADR,21,0.165183666,1.59533264,0.797037917,0.426972109,0.8129478,-5.316333892
ENSG00000154640,BTG3,21,-0.070530798,2.913683101,-0.388092919,0.698621294,0.922660549,-5.775963403
ENSG00000154642,C21orf91,21,0.178055349,5.670094537,1.244395073,0.215731346,0.660142234,-5.344963328
ENSG00000154645,CHODL,21,-0.266669177,0.604626774,-1.250197752,0.213611803,0.658155286,-4.777818557
ENSG00000154646,TMPRSS15,21,0.104023439,0.819340147,0.261967415,0.793786835,0.951300266,-5.413359065
ENSG00000154654,NCAM2,21,0.596754884,-0.374895871,1.850682756,0.066625743,0.414103926,-4.014218562
ENSG00000154655,L3MBTL4,18,-0.066145939,3.081778349,-0.450647028,0.653041085,0.908451998,-5.756589612
ENSG00000154678,PDE1C,7,-0.006287583,1.927559648,-0.020768993,0.983463745,0.996052199,-5.645000661
ENSG00000154710,RABGEF1,7,0.104135257,5.990032219,1.097098896,0.274751455,0.713532398,-5.504242824
ENSG00000154719,MRPL39,21,-0.132812944,2.31752007,-0.613087197,0.540956008,0.867321627,-5.562716431
ENSG00000154721,JAM2,21,-0.139334569,4.000521523,-1.428712472,0.155633392,0.589756445,-5.038114263
ENSG00000154723,ATP5PF,21,0.068004139,4.516607875,0.561220032,0.575673408,0.882786492,-5.89596309
ENSG00000154727,GABPA,21,0.260023512,4.226340733,1.932307591,0.055631655,0.385889418,-4.263762387
ENSG00000154734,ADAMTS1,21,-0.178637211,0.964015242,-0.619664512,0.536630293,0.865831932,-5.315303403
ENSG00000154743,TSEN2,3,-0.018746293,3.791352769,-0.202968439,0.839496657,0.963985758,-5.952191279
ENSG00000154760,SLFN13,17,0.025454773,4.567704082,0.174209288,0.861988744,0.96915942,-6.031696108
ENSG00000154764,WNT7A,3,-0.33475214,0.458637595,-0.82576429,0.410544142,0.80400418,-5.12036056
ENSG00000154767,XPC,3,-0.376900164,5.495736692,-3.159410709,0.001991962,0.090024001,-1.501997125
ENSG00000154781,CCDC174,3,-0.003508753,4.949463527,-0.029455424,0.976549335,0.993882293,-6.065504876
ENSG00000154783,FGD5,3,-0.046054489,2.273353514,-0.365744991,0.715186585,0.927226058,-5.655233281
ENSG00000154803,FLCN,17,-0.236900371,6.089262096,-2.218875851,0.028338163,0.291835633,-3.771090669
ENSG00000154813,DPH3,3,0.224428451,4.09238405,1.70377318,0.090960551,0.474373141,-4.640583526
ENSG00000154814,OXNAD1,3,-0.150554964,4.385102486,-0.876626908,0.382406258,0.785669327,-5.665986255
ENSG00000154822,PLCL2,3,-0.147618291,5.762041875,-1.186948315,0.237546153,0.680918647,-5.411585149
ENSG00000154832,CXXC1,18,0.056384869,4.533821158,0.488720592,0.625913874,0.899393226,-5.921997566
ENSG00000154839,SKA1,18,-0.139902071,4.183673705,-1.444464921,0.151162792,0.582743518,-5.036952878
ENSG00000154845,PPP4R1,18,-0.308120273,8.686154907,-2.48629912,0.014255731,0.211830862,-3.110144282
ENSG00000154856,APCDD1,18,0.055057678,1.446791706,0.276391512,0.782713446,0.946097412,-5.534648178
ENSG00000154864,PIEZO2,18,0.000989351,4.663493346,0.007374492,0.994128064,0.997606697,-6.050588941
ENSG00000154889,MPPE1,18,-0.124726881,7.092227052,-1.094339217,0.275954705,0.714122821,-5.468291378
ENSG00000154914,USP43,17,0.02812639,-0.879718626,0.081885093,0.934871816,0.984876137,-5.144871678
ENSG00000154917,RAB6B,3,0.198835401,1.993871994,0.760725316,0.44828388,0.823811605,-5.440003483
ENSG00000154920,EME1,17,0.089588198,1.65021428,0.552022615,0.581939201,0.884353176,-5.465584265
ENSG00000154928,EPHB1,3,-1.091768346,5.544061032,-3.549668961,0.000548072,0.051757274,-0.358922174
ENSG00000154930,ACSS1,20,-0.062857908,3.689443787,-0.690453742,0.491215859,0.844410966,-5.722870479
ENSG00000154945,ANKRD40,17,-0.027170352,4.59363419,-0.273771871,0.78472131,0.947204399,-6.006354547
ENSG00000154957,ZNF18,17,-0.300960653,3.80499504,-3.005441893,0.003217781,0.111222503,-1.870654986
ENSG00000154975,CA10,17,0.046870192,-0.249007281,0.114461953,0.90905912,0.979040787,-5.284362909
ENSG00000154978,VOPP1,7,0.143734837,6.676429998,1.181631443,0.239642239,0.681691847,-5.392467785
ENSG00000154997,SEPTIN14,7,0.256774735,5.714745063,1.62969056,0.10573734,0.503294383,-4.823930078
ENSG00000155008,APOOL,X,0.180073153,2.387783274,2.162663652,0.032511261,0.310041372,-3.666753826
ENSG00000155016,CYP2U1,4,-0.170069323,2.731957589,-1.888751894,0.061291167,0.399764774,-4.202660088
ENSG00000155026,RSPH10B,7,0.013323228,3.88990711,0.120909379,0.903961037,0.978113266,-5.970492483
ENSG00000155034,FBXL18,7,-0.004245991,4.161594392,-0.056031904,0.955407737,0.989826572,-6.007281663
ENSG00000155052,CNTNAP5,2,0.282250277,1.764643809,1.602049912,0.111721775,0.518337073,-4.521213911
ENSG00000155066,PROM2,2,0.034705921,2.077906672,0.244358913,0.807361933,0.956357206,-5.673614976
ENSG00000155085,AK9,6,0.31141314,4.542507291,2.706906228,0.007762043,0.162260294,-2.658455932
ENSG00000155087,ODF1,8,-0.613012991,-2.318771651,-1.444224353,0.151230313,0.582837402,-4.427157266
ENSG00000155090,KLF10,8,-0.035569974,3.246465933,-0.226846112,0.820921765,0.959370538,-5.873230561
